,Reviews,Polarity,Predicted Polarity
535,it also does leave skin feeling tacky and its not harsh to the skin either,0,0
536,would totally recommend this to my family and friends,1,1
537,this product is amazing,1,1
538,it really does it jobs in just one swipe your makeup is remove,0,0
539,not much product is needed to take off your makeup too,0,0
540,after removing my makeup with it when i cleanse my face with a face wash the water is almost clear,0,0
541,really love it and will buy again and recommend it to my girlfriends,1,1
542,i am able to remove my make up effortlessly even my eyeliner,1,1
543,using garnier micellar cleansing water i am able to remove my makeup fully by only using with just 2 cotton pads the best point is that it is not oily at all and it does not have any scent,0,0
544,easy to remove my makeup lip and eye this micellar cleansing water pink suitable for my oily skin after use not sticky i like it,1,1
545,the micellar water is amazing,1,1
546,the scentless makeup remover looked exactly like water since it is crystal clear and scentless,1,1
547,despite that it removed my makeup effortlessly,1,1
548,my face feels really clean and smooth after each time i use the micellar water,1,1
549,it is also gentle to the skin as my face does not get red after using the product,0,0
550,would definitely purchase more once I am done with this bottle,0,0
551,nothing short of miraculous,1,1
552,i have noticed not only does it clean my face of all make up residue its also helps prevent breakout and clear breakout when they do occur,1,1
553,i noticed improvement after one use,1,1
554,my skin is doing much better now,1,1
555,first time trying micellar cleansing water to remove my make up was quite pleased of the results,1,1
556,because i have sensitive skin and using wrong kind of cleansing products will cause a lot of outbreaks and itch however it does not clean waterproof make up easily,-1,-1
557,this micellar cleansing water works wonders,1,1
558,it removes all the makeup on my face within 2 swaps,0,0
559,i will definitely recommend it to friends and love ones and i will definitely buy more,1,1
560,tried this and it really removed my makeup effectively,1,1
561,very gentle on my skin and it was very easy to use,1,1
562,feels nice on my skin would recommend,1,1
563,this is indeed a magical water that removes makeup super easily and its no rinse feature is another plus point,1,1
564,thank you,0,0
565,i have used other micellar water products in the past but they are either too pricey or not very effective,-1,-1
566,i have already tried the garnier micellar water in the past and have been using it ever since,0,0
567,it is really as gentle as it claims yet effective to use,1,1
568,what i really like about it is the price,1,1
569,such a big bottle for such an affordable price,1,1
570,i highly recommend people to try this,1,1
571,i use this product every day to remove my make up including eye make up and this does the job for me,0,0
572,it is scented and i pour a bit onto a cotton pad and gently sweep it all over my face,0,0
573,but it does not remove waterproof make up,0,0
574,this micellar cleansing water works wonders,1,1
575,it removes all the makeup on my face within 2 swaps,0,0
576,i will definitely recommend it to friends and love ones and i will definitely buy more,1,1
577,i have extremely sensitive skin and i am not able to use any oil based make up removers,1,1
578,i have tried other brands of micellar cleansing water before but i feel that garnier s all in 1 micellar cleansing water is very suitable for my sensitive skin and it works wonderfully,1,1
579,garnier s all in 1 micellar cleansing water removes my make up with just a single and quick swipe and it also leaves my skin feeling fresh and non sticky too,1,1
580,thus there is no need to wash my face afterwards,0,0
581,i personally use garnier s all in 1 micellar cleansing water to remove the dusts oil and impurities off my face at the end of a busy and hectic day and i love it a lot,0,0
582,the packaging is really cute and it is affordable too,1,1
583,i would continue to use this and i would also highly recommend this to anyone who has sensitive skin and is looking to invest in good micellar cleansing water,1,1
584,using garnier cleansing water to remove my make up makes my skin feels soft and light on the skin,0,0
585,it removes an incredible amount with just a few days of it to the cotton wool,1,1
586,however it takes a while and a few wipes to remove the mascara off properly,1,1
587,just using a few days this cleansing water does do the trick to removing my make up almost completely,0,0
588,this is my first time using the garnier all in 1 micellar cleansing water,0,0
589,it is very effective in removing my makeup especially my eye makeup,1,1
590,i only need 2 piece of cotton square puff to clean half my face,0,0
591,kudos to the product,0,0
592,have always used an oil based make up remover but this product was able to remove my make up and left my skin feeling clean,0,0
593,however it is a bit hard to remove waterproof make up so i still need the oil based make up remover,0,0
594,i tried the garnier micellar cleansing water for sensitive skin and i love how it leaves my skin fresh and clean,1,1
595,i wet just one piece of cotton and it was able to cover all my face including my neck area,0,0
596,it is scented as well so I am pretty sure there is no alcohol or any harmful ingredients added,0,0
597,my skin is very sensitive and will always become red when irritated i did not feel any sting at all,0,0
598,my favorite is that it does not leave my skin dry after using it,0,0
599,definitely will use again,0,0
600,thanks try and review for letting have the chance to try it,0,0
601,recently i also just bought micellar cleansing water but a different brand there is a big difference for this two,0,0
602,i more likely prefer the garnier after trying i found out that it is more effective on removing oil and my light make up,1,1
603,i like it more than the one i bought in pharmacy store i had use more cotton and more micellar water for the other brand,0,0
604,for garnier i used only one that is a thumbs up for me make it 2 thumbs up,0,0
